time,dangjin_floating,dangjin_warehouse,dangjin,ulsan
2018-03-05 14:00,395,305,418,21
2018-03-05 15:00,608,455,621,22
2018-03-05 16:00,538,418,566,21
2018-03-05 17:00,356,294,413,16
2018-03-05 18:00,154,96,156,9
2018-03-05 19:00,8,2,0,0
2018-03-05 20:00,0,0,0,0
2018-03-05 21:00,0,0,0,0
2018-03-05 22:00,0,0,0,0
2018-03-05 23:00,0,0,0,0
2018-03-06 0:00,0,0,0,0
2018-03-06 1:00,0,0,0,0
2018-03-06 2:00,0,0,0,0
2018-03-06 3:00,0,0,0,0
2018-03-06 4:00,0,0,0,0
2018-03-06 5:00,0,0,0,0
2018-03-06 6:00,0,0,0,0
2018-03-06 7:00,0,0,0,0
2018-03-06 8:00,19,15,15,3
2018-03-06 9:00,153,104,172,38
2018-03-06 10:00,380,259,389,110
2018-03-06 11:00,574,395,550,152
2018-03-06 12:00,676,469,630,156
2018-03-06 13:00,624,516,689,287
2018-03-06 14:00,668,493,655,371
2018-03-06 15:00,587,397,530,333
2018-03-06 16:00,479,366,495,278
2018-03-06 17:00,369,298,417,175
2018-03-06 18:00,164,98,159,36
2018-03-06 19:00,11,2,0,0
2018-03-06 20:00,0,0,0,0
2018-03-06 21:00,0,0,0,0
2018-03-06 22:00,0,0,0,0
2018-03-06 23:00,0,0,0,0
2018-03-07 0:00,0,0,0,0
2018-03-07 1:00,0,0,0,0
2018-03-07 2:00,0,0,0,0
2018-03-07 3:00,0,0,0,0
2018-03-07 4:00,0,0,0,0
2018-03-07 5:00,0,0,0,0
2018-03-07 6:00,0,0,0,0
2018-03-07 7:00,0,0,0,0
2018-03-07 8:00,15,14,11,0
2018-03-07 9:00,68,50,62,0
2018-03-07 10:00,234,181,248,30
2018-03-07 11:00,356,237,317,31
2018-03-07 12:00,476,326,433,32
2018-03-07 13:00,511,331,425,28
2018-03-07 14:00,388,251,329,32
2018-03-07 15:00,466,335,458,64
2018-03-07 16:00,346,196,249,61
2018-03-07 17:00,113,67,84,5
2018-03-07 18:00,37,17,12,0
2018-03-07 19:00,2,0,0,0
2018-03-07 20:00,0,0,0,0
2018-03-07 21:00,0,0,0,0
2018-03-07 22:00,0,0,0,0
2018-03-07 23:00,0,0,0,0
2018-03-08 0:00,0,0,0,0
2018-03-08 1:00,0,0,0,0
2018-03-08 2:00,0,0,0,0
2018-03-08 3:00,0,0,0,0
2018-03-08 4:00,0,0,0,0
2018-03-08 5:00,0,0,0,0
2018-03-08 6:00,0,0,0,0
2018-03-08 7:00,0,0,0,0
2018-03-08 8:00,0,1,0,0
2018-03-08 9:00,12,16,0,2
2018-03-08 10:00,60,91,54,20
2018-03-08 11:00,127,201,122,14
2018-03-08 12:00,267,387,262,29
2018-03-08 13:00,364,357,331,72
2018-03-08 14:00,480,242,369,88
2018-03-08 15:00,665,179,609,89
2018-03-08 16:00,539,216,507,28
2018-03-08 17:00,322,193,291,5
2018-03-08 18:00,132,58,101,0
2018-03-08 19:00,12,2,0,0
2018-03-08 20:00,0,0,0,0
2018-03-08 21:00,0,0,0,0
2018-03-08 22:00,0,0,0,0
2018-03-08 23:00,0,0,0,0
2018-03-09 0:00,0,0,0,0
2018-03-09 1:00,0,0,0,0
2018-03-09 2:00,0,0,0,0
2018-03-09 3:00,0,0,0,0
2018-03-09 4:00,0,0,0,0
2018-03-09 5:00,0,0,0,0
2018-03-09 6:00,0,0,0,0
2018-03-09 7:00,0,0,0,0
2018-03-09 8:00,10,11,8,10
2018-03-09 9:00,123,89,118,34
2018-03-09 10:00,330,235,334,82
2018-03-09 11:00,545,389,488,103
2018-03-09 12:00,635,464,584,203
2018-03-09 13:00,686,507,671,100
2018-03-09 14:00,665,524,685,81
2018-03-09 15:00,704,487,654,115
2018-03-09 16:00,546,389,540,75
2018-03-09 17:00,348,265,368,49
2018-03-09 18:00,158,89,142,17
2018-03-09 19:00,13,4,2,0
2018-03-09 20:00,0,0,0,0
2018-03-09 21:00,0,0,0,0
2018-03-09 22:00,0,0,0,0
2018-03-09 23:00,0,0,0,0
2018-03-10 0:00,0,0,0,0
2018-03-10 1:00,0,0,0,0
2018-03-10 2:00,0,0,0,0
2018-03-10 3:00,0,0,0,0
2018-03-10 4:00,0,0,0,0
2018-03-10 5:00,0,0,0,0
2018-03-10 6:00,0,0,0,0
2018-03-10 7:00,0,0,0,0
2018-03-10 8:00,22,16,15,23
2018-03-10 9:00,153,112,164,109
2018-03-10 10:00,371,256,358,180
2018-03-10 11:00,520,345,510,209
2018-03-10 12:00,680,474,638,160
2018-03-10 13:00,648,509,686,271
2018-03-10 14:00,720,504,687,262
2018-03-10 15:00,687,465,634,239
2018-03-10 16:00,507,359,492,243
2018-03-10 17:00,312,221,307,148
2018-03-10 18:00,132,70,99,38
2018-03-10 19:00,11,3,0,1
2018-03-10 20:00,0,0,0,0
2018-03-10 21:00,0,0,0,0
2018-03-10 22:00,0,0,0,0
2018-03-10 23:00,0,0,0,0
2018-03-11 0:00,0,0,0,0
2018-03-11 1:00,0,0,0,0
2018-03-11 2:00,0,0,0,0
2018-03-11 3:00,0,0,0,0
2018-03-11 4:00,0,0,0,0
2018-03-11 5:00,0,0,0,0
2018-03-11 6:00,0,0,0,0
2018-03-11 7:00,0,0,0,0
2018-03-11 8:00,7,5,0,27
2018-03-11 9:00,48,35,41,118
2018-03-11 10:00,185,157,228,221
2018-03-11 11:00,527,380,513,290
2018-03-11 12:00,688,473,638,319
2018-03-11 13:00,655,522,693,347
2018-03-11 14:00,652,533,714,342
2018-03-11 15:00,714,481,656,319
2018-03-11 16:00,551,392,536,253
2018-03-11 17:00,349,257,355,155
2018-03-11 18:00,150,86,132,39
2018-03-11 19:00,13,4,2,1
2018-03-11 20:00,0,0,0,0
2018-03-11 21:00,0,0,0,0
2018-03-11 22:00,0,0,0,0
2018-03-11 23:00,0,0,0,0
2018-03-12 0:00,0,0,0,0
2018-03-12 1:00,0,0,0,0
2018-03-12 2:00,0,0,0,0
2018-03-12 3:00,0,0,0,0
2018-03-12 4:00,0,0,0,0
2018-03-12 5:00,0,0,0,0
2018-03-12 6:00,0,0,0,0
2018-03-12 7:00,0,0,0,0
2018-03-12 8:00,18,15,12,26
2018-03-12 9:00,108,83,110,112
2018-03-12 10:00,261,189,259,210
2018-03-12 11:00,431,301,411,284
2018-03-12 12:00,575,391,527,331
2018-03-12 13:00,644,432,580,331
2018-03-12 14:00,654,433,586,340
2018-03-12 15:00,616,411,553,313
2018-03-12 16:00,492,339,461,255
2018-03-12 17:00,303,204,281,153
2018-03-12 18:00,142,73,118,40
2018-03-12 19:00,16,4,3,1
2018-03-12 20:00,0,0,0,0
2018-03-12 21:00,0,0,0,0
2018-03-12 22:00,0,0,0,0
2018-03-12 23:00,0,0,0,0
2018-03-13 0:00,0,0,0,0
2018-03-13 1:00,0,0,0,0
2018-03-13 2:00,0,0,0,0
2018-03-13 3:00,0,0,0,0
2018-03-13 4:00,0,0,0,0
2018-03-13 5:00,0,0,0,0
2018-03-13 6:00,0,0,0,0
2018-03-13 7:00,0,0,0,0
2018-03-13 8:00,12,9,6,27
2018-03-13 9:00,115,94,124,113
2018-03-13 10:00,244,180,233,211
2018-03-13 11:00,463,331,462,293
2018-03-13 12:00,635,438,596,314
2018-03-13 13:00,693,471,642,344
2018-03-13 14:00,692,459,630,340
2018-03-13 15:00,550,43,502,315
2018-03-13 16:00,492,0,439,252
2018-03-13 17:00,243,0,197,161
2018-03-13 18:00,34,0,4,39
2018-03-13 19:00,4,0,0,1
2018-03-13 20:00,0,0,0,0
2018-03-13 21:00,0,0,0,0
2018-03-13 22:00,0,0,0,0
2018-03-13 23:00,0,0,0,0
2018-03-14 0:00,0,0,0,0
2018-03-14 1:00,0,0,0,0
2018-03-14 2:00,0,0,0,0
2018-03-14 3:00,0,0,0,0
2018-03-14 4:00,0,0,0,0
2018-03-14 5:00,0,0,0,0
2018-03-14 6:00,0,0,0,0
2018-03-14 7:00,0,0,0,0
2018-03-14 8:00,26,0,18,26
2018-03-14 9:00,152,0,143,104
2018-03-14 10:00,173,0,169,195
2018-03-14 11:00,401,0,401,279
2018-03-14 12:00,646,0,589,323
2018-03-14 13:00,634,0,635,347
2018-03-14 14:00,621,0,628,324
2018-03-14 15:00,687,0,639,303
2018-03-14 16:00,548,0,551,249
2018-03-14 17:00,351,0,398,148
2018-03-14 18:00,175,0,174,38
2018-03-14 19:00,16,0,5,0
2018-03-14 20:00,0,0,0,0
2018-03-14 21:00,0,0,0,0
2018-03-14 22:00,0,0,0,0
2018-03-14 23:00,0,0,0,0
2018-03-15 0:00,0,0,0,0
2018-03-15 1:00,0,0,0,0
2018-03-15 2:00,0,0,0,0
2018-03-15 3:00,0,0,0,0
2018-03-15 4:00,0,0,0,0
2018-03-15 5:00,0,0,0,0
2018-03-15 6:00,0,0,0,0
2018-03-15 7:00,0,0,0,0
2018-03-15 8:00,0,0,0,0
2018-03-15 9:00,12,0,0,16
2018-03-15 10:00,18,0,0,37
2018-03-15 11:00,7,0,0,34
2018-03-15 12:00,27,0,8,32
2018-03-15 13:00,52,0,36,18
2018-03-15 14:00,66,0,50,23
2018-03-15 15:00,83,0,72,34
2018-03-15 16:00,41,0,16,18
2018-03-15 17:00,18,0,0,6
2018-03-15 18:00,8,0,0,2
2018-03-15 19:00,1,0,0,0
2018-03-15 20:00,0,0,0,0
2018-03-15 21:00,0,0,0,0
2018-03-15 22:00,0,0,0,0
2018-03-15 23:00,0,0,0,0
2018-03-16 0:00,0,0,0,0
2018-03-16 1:00,0,0,0,0
2018-03-16 2:00,0,0,0,0
2018-03-16 3:00,0,0,0,0
2018-03-16 4:00,0,0,0,0
2018-03-16 5:00,0,0,0,0
2018-03-16 6:00,0,0,0,0
2018-03-16 7:00,0,0,0,0
2018-03-16 8:00,19,0,10,0
2018-03-16 9:00,146,0,179,6
2018-03-16 10:00,394,0,393,28
2018-03-16 11:00,588,0,561,96
2018-03-16 12:00,612,0,665,208
2018-03-16 13:00,592,0,712,179
2018-03-16 14:00,603,0,688,229
2018-03-16 15:00,635,0,664,246
2018-03-16 16:00,589,0,573,208
2018-03-16 17:00,380,0,413,176
2018-03-16 18:00,186,0,186,45
2018-03-16 19:00,18,0,4,1
2018-03-16 20:00,0,0,0,0
2018-03-16 21:00,0,0,0,0
2018-03-16 22:00,0,0,0,0
2018-03-16 23:00,0,0,0,0
2018-03-17 0:00,0,0,0,0
2018-03-17 1:00,0,,0,0
2018-03-17 2:00,0,,0,0
2018-03-17 3:00,0,,0,0
2018-03-17 4:00,0,,0,0
2018-03-17 5:00,0,,0,0
2018-03-17 6:00,0,,0,0
2018-03-17 7:00,0,,0,0
2018-03-17 8:00,24,,16,13
2018-03-17 9:00,162,,177,57
2018-03-17 10:00,363,,348,206
2018-03-17 11:00,548,,532,278
2018-03-17 12:00,689,,631,309
2018-03-17 13:00,616,,688,366
2018-03-17 14:00,615,,706,368
2018-03-17 15:00,689,,658,330
2018-03-17 16:00,578,,542,272
2018-03-17 17:00,319,,272,157
2018-03-17 18:00,139,,103,48
2018-03-17 19:00,19,,3,3
2018-03-17 20:00,0,,0,0
2018-03-17 21:00,0,,0,0
2018-03-17 22:00,0,,0,0
2018-03-17 23:00,0,,0,0
2018-03-18 0:00,0,,0,0
2018-03-18 1:00,0,,0,0
2018-03-18 2:00,0,,0,0
2018-03-18 3:00,0,,0,0
2018-03-18 4:00,0,,0,0
2018-03-18 5:00,0,,0,0
2018-03-18 6:00,0,,0,0
2018-03-18 7:00,0,,0,0
2018-03-18 8:00,8,,0,37
2018-03-18 9:00,36,,25,113
2018-03-18 10:00,112,,103,199
2018-03-18 11:00,154,,137,259
2018-03-18 12:00,219,,189,255
2018-03-18 13:00,208,,187,300
2018-03-18 14:00,265,,223,326
2018-03-18 15:00,168,,127,241
2018-03-18 16:00,114,,92,91
2018-03-18 17:00,120,,99,44
2018-03-18 18:00,24,,2,19
2018-03-18 19:00,2,,0,0
2018-03-18 20:00,0,,0,0
2018-03-18 21:00,0,,0,0
2018-03-18 22:00,0,,0,0
2018-03-18 23:00,0,,0,0
2018-03-19 0:00,0,,0,0
2018-03-19 1:00,0,0,0,0
2018-03-19 2:00,0,0,0,0
2018-03-19 3:00,0,0,0,0
2018-03-19 4:00,0,0,0,0
2018-03-19 5:00,0,0,0,0
2018-03-19 6:00,0,0,0,0
2018-03-19 7:00,0,0,0,0
2018-03-19 8:00,1,0,0,0
2018-03-19 9:00,15,0,2,1
2018-03-19 10:00,55,0,41,4
2018-03-19 11:00,82,0,59,9
2018-03-19 12:00,87,0,78,14
2018-03-19 13:00,146,0,107,21
2018-03-19 14:00,96,0,78,14
2018-03-19 15:00,90,0,78,16
2018-03-19 16:00,96,0,60,10
2018-03-19 17:00,48,0,30,2
2018-03-19 18:00,25,0,1,0
2018-03-19 19:00,2,0,0,0
2018-03-19 20:00,0,0,0,0
2018-03-19 21:00,0,0,0,0
2018-03-19 22:00,0,0,0,0
2018-03-19 23:00,0,0,0,0
2018-03-20 0:00,0,0,0,0
2018-03-20 1:00,0,0,0,0
2018-03-20 2:00,0,0,0,0
2018-03-20 3:00,0,0,0,0
2018-03-20 4:00,0,0,0,0
2018-03-20 5:00,0,0,0,0
2018-03-20 6:00,0,0,0,0
2018-03-20 7:00,0,0,0,0
2018-03-20 8:00,28,0,22,14
2018-03-20 9:00,162,0,180,52
2018-03-20 10:00,374,0,371,109
2018-03-20 11:00,561,0,512,156
2018-03-20 12:00,585,0,506,147
2018-03-20 13:00,507,0,419,155
2018-03-20 14:00,457,0,401,81
2018-03-20 15:00,307,0,237,50
2018-03-20 16:00,180,0,145,27
2018-03-20 17:00,108,0,80,11
2018-03-20 18:00,49,0,21,1
2018-03-20 19:00,4,0,0,0
2018-03-20 20:00,0,0,0,0
2018-03-20 21:00,0,0,0,0
2018-03-20 22:00,0,0,0,0
2018-03-20 23:00,0,0,0,0
2018-03-21 0:00,0,0,0,0
2018-03-21 1:00,0,0,0,0
2018-03-21 2:00,0,0,0,0
2018-03-21 3:00,0,0,0,0
2018-03-21 4:00,0,0,0,0
2018-03-21 5:00,0,0,0,0
2018-03-21 6:00,0,0,0,0
2018-03-21 7:00,0,0,0,0
2018-03-21 8:00,12,0,6,2
2018-03-21 9:00,87,0,82,14
2018-03-21 10:00,184,0,146,20
2018-03-21 11:00,149,0,118,11
2018-03-21 12:00,101,0,75,19
2018-03-21 13:00,109,0,96,30
2018-03-21 14:00,107,0,87,28
2018-03-21 15:00,60,0,39,33
2018-03-21 16:00,33,0,9,23
2018-03-21 17:00,22,0,0,21
2018-03-21 18:00,10,0,0,18
2018-03-21 19:00,0,0,0,2
2018-03-21 20:00,0,0,0,0
2018-03-21 21:00,0,0,0,0
2018-03-21 22:00,0,0,0,0
2018-03-21 23:00,0,0,0,0
2018-03-22 0:00,0,0,0,0
2018-03-22 1:00,0,0,0,0
2018-03-22 2:00,0,0,0,0
2018-03-22 3:00,0,0,0,0
2018-03-22 4:00,0,0,0,0
2018-03-22 5:00,0,0,0,0
2018-03-22 6:00,0,0,0,0
2018-03-22 7:00,0,0,0,0
2018-03-22 8:00,37,0,30,15
2018-03-22 9:00,183,0,179,116
2018-03-22 10:00,394,0,383,154
2018-03-22 11:00,583,0,558,295
2018-03-22 12:00,679,0,668,377
2018-03-22 13:00,576,0,728,392
2018-03-22 14:00,587,0,730,370
2018-03-22 15:00,677,0,685,335
2018-03-22 16:00,623,0,589,270
2018-03-22 17:00,410,0,417,173
2018-03-22 18:00,198,0,186,52
2018-03-22 19:00,30,0,12,2
2018-03-22 20:00,0,0,0,0
2018-03-22 21:00,0,0,0,0
2018-03-22 22:00,0,0,0,0
2018-03-22 23:00,0,0,0,0
2018-03-23 0:00,0,0,0,0
2018-03-23 1:00,0,0,0,0
2018-03-23 2:00,0,0,0,0
2018-03-23 3:00,0,0,0,0
2018-03-23 4:00,0,0,0,0
2018-03-23 5:00,0,0,0,0
2018-03-23 6:00,0,0,0,0
2018-03-23 7:00,0,0,0,1
2018-03-23 8:00,36,0,34,41
2018-03-23 9:00,145,0,183,137
2018-03-23 10:00,384,0,385,238
2018-03-23 11:00,557,0,531,313
2018-03-23 12:00,631,0,651,354
2018-03-23 13:00,616,0,716,372
2018-03-23 14:00,600,0,715,359
2018-03-23 15:00,645,0,688,327
2018-03-23 16:00,633,0,569,262
2018-03-23 17:00,372,0,343,164
2018-03-23 18:00,130,0,92,50
2018-03-23 19:00,19,0,2,2
2018-03-23 20:00,0,0,0,0
2018-03-23 21:00,0,0,0,0
2018-03-23 22:00,0,0,0,0
2018-03-23 23:00,0,0,0,0
2018-03-24 0:00,0,0,0,0
2018-03-24 1:00,0,0,0,0
2018-03-24 2:00,0,0,0,0
2018-03-24 3:00,0,0,0,0
2018-03-24 4:00,0,0,0,0
2018-03-24 5:00,0,0,0,0
2018-03-24 6:00,0,0,0,0
2018-03-24 7:00,0,0,0,1
2018-03-24 8:00,36,0,28,25
2018-03-24 9:00,119,0,119,87
2018-03-24 10:00,274,0,267,204
2018-03-24 11:00,426,0,405,289
2018-03-24 12:00,557,0,524,329
2018-03-24 13:00,633,0,563,348
2018-03-24 14:00,624,0,578,336
2018-03-24 15:00,657,0,554,291
2018-03-24 16:00,241,0,174,218
2018-03-24 17:00,109,0,89,131
2018-03-24 18:00,83,0,60,46
2018-03-24 19:00,19,0,1,2
2018-03-24 20:00,0,0,0,0
2018-03-24 21:00,0,0,0,0
2018-03-24 22:00,0,0,0,0
2018-03-24 23:00,0,0,0,0
2018-03-25 0:00,0,0,0,0
2018-03-25 1:00,0,0,0,0
2018-03-25 2:00,0,0,0,0
2018-03-25 3:00,0,0,0,0
2018-03-25 4:00,0,0,0,0
2018-03-25 5:00,0,0,0,0
2018-03-25 6:00,0,0,0,0
2018-03-25 7:00,0,0,0,1
2018-03-25 8:00,10,0,1,40
2018-03-25 9:00,60,0,55,135
2018-03-25 10:00,131,0,131,238
2018-03-25 11:00,305,0,338,309
2018-03-25 12:00,663,0,615,349
2018-03-25 13:00,698,0,664,363
2018-03-25 14:00,684,0,677,340
2018-03-25 15:00,669,0,583,318
2018-03-25 16:00,336,0,369,260
2018-03-25 17:00,276,0,297,169
2018-03-25 18:00,105,0,95,53
2018-03-25 19:00,12,0,2,2
2018-03-25 20:00,0,0,0,0
2018-03-25 21:00,0,0,0,0
2018-03-25 22:00,0,0,0,0
2018-03-25 23:00,0,0,0,0
2018-03-26 0:00,0,0,0,0
2018-03-26 1:00,0,0,0,0
2018-03-26 2:00,0,0,0,0
2018-03-26 3:00,0,0,0,0
2018-03-26 4:00,0,0,0,0
2018-03-26 5:00,0,0,0,0
2018-03-26 6:00,0,0,0,0
2018-03-26 7:00,0,0,0,2
2018-03-26 8:00,13,0,7,43
2018-03-26 9:00,60,0,62,130
2018-03-26 10:00,108,0,118,223
2018-03-26 11:00,179,0,178,294
2018-03-26 12:00,492,0,505,332
2018-03-26 13:00,653,0,685,353
2018-03-26 14:00,602,0,689,339
2018-03-26 15:00,698,0,644,305
2018-03-26 16:00,622,0,558,233
2018-03-26 17:00,412,0,403,152
2018-03-26 18:00,198,0,185,50
2018-03-26 19:00,33,0,15,3
2018-03-26 20:00,0,0,0,0
2018-03-26 21:00,0,0,0,0
2018-03-26 22:00,0,0,0,0
2018-03-26 23:00,0,0,0,0
2018-03-27 0:00,0,0,0,0
2018-03-27 1:00,0,0,0,0
2018-03-27 2:00,0,0,0,0
2018-03-27 3:00,0,0,0,0
2018-03-27 4:00,0,0,0,0
2018-03-27 5:00,0,0,0,0
2018-03-27 6:00,0,0,0,0
2018-03-27 7:00,2,0,0,2
2018-03-27 8:00,43,0,35,43
2018-03-27 9:00,163,0,164,133
2018-03-27 10:00,334,0,324,215
2018-03-27 11:00,468,0,432,290
2018-03-27 12:00,581,0,538,330
2018-03-27 13:00,621,0,534,341
2018-03-27 14:00,402,0,331,336
2018-03-27 15:00,511,0,486,302
2018-03-27 16:00,468,0,406,245
2018-03-27 17:00,302,0,260,152
2018-03-27 18:00,135,0,106,49
2018-03-27 19:00,24,0,5,3
2018-03-27 20:00,0,0,0,0
2018-03-27 21:00,0,0,0,0
2018-03-27 22:00,0,0,0,0
2018-03-27 23:00,0,0,0,0
2018-03-28 0:00,0,0,0,0
2018-03-28 1:00,0,0,0,0
2018-03-28 2:00,0,0,0,0
2018-03-28 3:00,0,0,0,0
2018-03-28 4:00,0,0,0,0
2018-03-28 5:00,0,0,0,0
2018-03-28 6:00,0,0,0,0
2018-03-28 7:00,1,0,0,1
2018-03-28 8:00,48,0,41,41
2018-03-28 9:00,166,0,168,131
2018-03-28 10:00,336,0,325,228
2018-03-28 11:00,489,0,442,309
2018-03-28 12:00,578,0,554,349
2018-03-28 13:00,545,0,456,349
2018-03-28 14:00,510,0,486,333
2018-03-28 15:00,620,0,549,255
2018-03-28 16:00,518,0,455,200
2018-03-28 17:00,304,0,257,105
2018-03-28 18:00,149,0,114,36
2018-03-28 19:00,27,0,9,2
2018-03-28 20:00,0,0,0,0
2018-03-28 21:00,0,0,0,0
2018-03-28 22:00,0,0,0,0
2018-03-28 23:00,0,0,0,0
2018-03-29 0:00,0,0,0,0
2018-03-29 1:00,0,0,0,0
2018-03-29 2:00,0,0,0,0
2018-03-29 3:00,0,0,0,0
2018-03-29 4:00,0,0,0,0
2018-03-29 5:00,0,0,0,0
2018-03-29 6:00,0,0,0,0
2018-03-29 7:00,0,0,0,1
2018-03-29 8:00,18,0,5,33
2018-03-29 9:00,48,0,25,67
2018-03-29 10:00,44,0,35,116
2018-03-29 11:00,100,0,81,246
2018-03-29 12:00,151,0,129,288
2018-03-29 13:00,294,0,308,307
2018-03-29 14:00,353,0,270,132
2018-03-29 15:00,365,0,363,198
2018-03-29 16:00,478,0,410,212
2018-03-29 17:00,331,7,284,126
2018-03-29 18:00,157,51,122,44
2018-03-29 19:00,27,9,7,3
2018-03-29 20:00,0,0,0,0
2018-03-29 21:00,0,0,0,0
2018-03-29 22:00,0,0,0,0
2018-03-29 23:00,0,0,0,0
2018-03-30 0:00,0,0,0,0
2018-03-30 1:00,0,0,0,0
2018-03-30 2:00,0,0,0,0
2018-03-30 3:00,0,0,0,0
2018-03-30 4:00,0,0,0,0
2018-03-30 5:00,0,0,0,0
2018-03-30 6:00,0,0,0,0
2018-03-30 7:00,2,1,0,2
2018-03-30 8:00,47,37,37,45
2018-03-30 9:00,184,126,187,132
2018-03-30 10:00,363,230,329,227
2018-03-30 11:00,308,183,249,301
2018-03-30 12:00,508,327,492,348
2018-03-30 13:00,693,424,595,358
2018-03-30 14:00,457,270,354,345
2018-03-30 15:00,544,362,533,315
2018-03-30 16:00,546,325,478,257
2018-03-30 17:00,356,208,306,163
2018-03-30 18:00,160,80,126,58
2018-03-30 19:00,28,8,8,4
2018-03-30 20:00,0,0,0,0
2018-03-30 21:00,0,0,0,0
2018-03-30 22:00,0,0,0,0
2018-03-30 23:00,0,0,0,0
2018-03-31 0:00,0,0,0,0
2018-03-31 1:00,0,0,0,0
2018-03-31 2:00,0,0,0,0
2018-03-31 3:00,0,0,0,0
2018-03-31 4:00,0,0,0,0
2018-03-31 5:00,0,0,0,0
2018-03-31 6:00,0,0,0,0
2018-03-31 7:00,2,1,0,2
2018-03-31 8:00,47,36,41,43
2018-03-31 9:00,165,115,165,126
2018-03-31 10:00,333,224,321,213
2018-03-31 11:00,492,319,457,282
2018-03-31 12:00,594,377,540,326
2018-03-31 13:00,660,413,591,340
2018-03-31 14:00,685,423,606,330
2018-03-31 15:00,649,387,569,292
